palavra,fonetica-divisao_silabica
sai·o ,sˈaj.ʊ 
sai·o·te ,sa.jˈɔ.tʃɪ 
sa·ir ,sa.ˈiɾ 
sal ,sˈaw 
sal-ge·ma ,sˌaw.ʒˈẽ.mɐ 
sa·la ,sˈa.lɐ
sa·la·da ,sa.lˈa.dɐ 
sa·la·dei·ra ,sa.la.dˈej.ɾɐ 
sa·la·frá·ri·o ,sa.la.fɾˈa.ɾjʊ 
sa·la·ma·le·que ,sa.lã.ma.lˈɛ.kɪ 
sa·la·man·dra ,sa.lã.mˈɐ̃.dɾɐ 
sa·la·me ,sa.lˈɐ̃.mɪ 
sa·lão ,sa.lˈɐ̃w 
sa·lar ,sa.lˈaɾ 
sa·la·ri·al ,sa.la.ɾi.ˈaw 
sa·la·ri·ar ,sa.la.ɾi.ˈaɾ 
sa·la·ri·a·to ,sa.la.ɾi.ˈa.tʊ 
sa·lá·ri·o ,sa.lˈa.ɾjʊ 
sa·la·za·ris·mo ,sa.la.za.ɾˈiʒ.mʊ 
sa·la·za·ris·ta ,sa.la.za.ɾˈiʃ.tɐ 
sa·la·za·ris·ta ,sa.la.za.ɾˈiʃ.tɐ 
sa·la·za·ris·ta ,sa.la.za.ɾˈiʃ.tɐ 
sal·chi·cha ,saw.ʃˈi.ʃɐ 
sal·da·do ,saw.dˈa.dʊ 
sal·dar ,saw.dˈaɾ 
sal·do ,sˈaw.dʊ
sal·do ,sˈaw.dʊ 
sa·lé ,sa.lˈɛ 
sa·lei·ro ,sa.lˈej.ɾʊ 
sa·lei·ro ,sa.lˈej.ɾʊ 
sa·le·ma ,sa.lˈẽ.mɐ 
sa·ler·ni·ta·no ,sa.leɦ.ni.tˈɐ̃.nʊ 
sa·le·ro ,sa.lˈɛ.ɾʊ 
sa·lé·si·a ,sa.lˈɛ.zja 
sa·le·si·a·no ,sa.le.zi.ˈɐ̃.nʊ 
sa·le·si·a·no ,sa.le.zi.ˈɐ̃.nʊ 
sa·le·ta ,sa.lˈe.tɐ 
sal·ga ,sˈaw.gɐ 
sal·ga·da·men·te  ,saw.ga.dã.mˈẽ.tʃɪ 
sal·ga·dei·ra ,saw.ga.dˈej.ɾɐ 
sal·ga·di·nho ,saw.ga.dʒˈĩ.ɲʊ 
sal·ga·do ,saw.gˈa.dʊ 
sal·ga·do ,saw.gˈa.dʊ 
sal·ga·dor ,saw.ga.dˈoɾ 
sal·ga·dor ,saw.ga.dˈoɾ 
sal·ga·lha·da ,saw.ga.ʎˈa.dɐ
sal·gar ,saw.gˈaɾ 
sal·guei·ra ,saw.gˈej.ɾɐ 
sal·guei·ral ,saw.gej.ɾˈaw 
sal·guei·ri·nha ,saw.gej.ɾˈĩ.ɲɐ 
sal·guei·ro ,saw.gˈej.ɾʊ 
sá·li·ca ,sˈa.li.kɐ 
sa·li·ci·la·to ,sa.li.si.lˈa.tʊ 
sá·li·co ,sˈa.li.kʊ 
sa·li·cul·tor ,sa.li.kʊw.tˈoɾ 
sa·li·cul·tu·ra ,sa.li.kʊw.tˈu.ɾɐ 
sa·li·ên·ci·a ,sa.ljˈẽ.sjɐ 
sa·li·en·tar ,sa.ljẽ.tˈaɾ 
sa·li·en·te ,sa.ljˈẽ.tʃɪ 
sa·li·en·te·men·te ,sa.ljẽ.tẽ.mˈẽ.tʃɪ 
sa·li·na ,sa.lˈĩ.nɐ 
sa·li·nar ,sa.lĩ.nˈaɾ 
sa·li·nei·ra ,sa.lĩ.nˈej.ɾɐ 
sa·li·nei·ro ,sa.lĩ.nˈej.ɾʊ 
sa·li·nei·ro ,sa.lĩ.nˈej.ɾʊ 
sa·li·ni·da·de ,sa.lĩ.ni.dˈa.dʒɪ
sa·li·ni·za·ção ,sa.lĩ.ni.za.sˈɐ̃w 
sa·li·ni·zar ,sa.lĩ.ni.zˈaɾ 
sa·li·no ,sa.lˈĩ.nʊ 
sa·li·trar ,sa.li.tɾˈaɾ 
sa·li·tre ,sa.lˈi.tɾɪ 
sa·li·tro·so ,sa.li.tɾˈo.zʊ 
sa·li·va ,sa.lˈi.vɐ 
sa·li·va·ção ,sa.li.va.sˈɐ̃w 
sa·li·var ,sa.li.vˈaɾ 
sa·li·var ,sa.li.vˈaɾ 
sal·mão ,saw.mˈɐ̃w 
sal·mão ,saw.mˈɐ̃w 
sal·mis·ta ,saw.mˈiʃ.tɐ 
sal·mis·ta ,saw.mˈiʃ.tɐ 
sal·mis·ta ,saw.mˈiʃ.tɐ 
sal·mo ,sˈaw.mʊ 
sal·mo·na·da ,saw.mõ.nˈa.dɐ 
sal·mo·na·do ,saw.mõ.nˈa.dʊ 
sal·mo·ne·la ,saw.mõ.nˈɛ.lɐ 
sal·mo·ne·lo·se ,saw.mõ.ne.lˈɔ.zɪ
sal·mo·ne·te ,saw.mõ.nˈe.tʃɪ 
sal·mou·ra ,saw.mˈo.ɾɐ 
sal·mou·rar ,saw.mo.ɾˈaɾ 
sa·lo ,sˈa.lʊ 
sa·lo·bro ,sa.lˈo.bɾʊ 
sa·loi·a ,sa.lˈɔj.ɐ 
sa·loi·i·ce ,sa.loj.ˈi.sɪ 
sa·loi·o ,sa.lˈɔj.ʊ 
sa·loi·o ,sa.lˈɔj.ʊ 
sa·lo·mo·ni·ca·men·te ,sa.lõ.mɔ̃.ni.kã.mˈẽ.tʃɪ 
sa·lo·mó·ni·co ,sa.lõ.mˈɔ̃.ni.kʊ 
sa·lo·mó·ni·co ,sa.lõ.mˈɔ̃.ni.kʊ 
sa·loon , 
sal·pi·ca ,saw.pˈi.kɐ 
sal·pi·ca·do ,saw.pi.kˈa.dʊ 
sal·pi·cão ,saw.pi.kˈɐ̃w 
sal·pi·car ,saw.pi.kˈaɾ 
sal·pi·co ,saw.pˈi.kʊ 
sal·sa ,sˈaw.sɐ 
sal·sa ,sˈaw.sɐ
sal·sa·da ,saw.sˈa.dɐ 
sal·sa·par·ri·lha ,saw.sa.pa.ɦˈi.ʎɐ 
sal·sar ,saw.sˈaɾ 
sal·si·cha ,saw.sˈi.ʃɐ 
sal·si·chão ,saw.si.ʃˈɐ̃w 
sal·si·cha·ri·a ,saw.si.ʃa.ɾˈi.ɐ 
sal·si·chei·ro ,saw.si.ʃˈej.ɾʊ 
sal·so ,sˈaw.sʊ 
sal·su·gem ,saw.sˈu.ʒẽj 
sal·ta·da ,saw.tˈa.dɐ 
sal·ta·do ,saw.tˈa.dʊ 
sal·ta·dor ,saw.ta.dˈoɾ 
sal·ta·dor ,saw.ta.dˈoɾ 
sal·ta·do·ra ,saw.ta.dˈo.ɾɐ 
sal·tão ,saw.tˈɐ̃w 
sal·tão ,saw.tˈɐ̃w 
sal·tar ,saw.tˈaɾ 
sal·ta·ri·lha ,saw.ta.ɾˈi.ʎɐ 
sal·ta·ri·lhar ,saw.ta.ɾi.ʎˈaɾ
sal·te·a·da ,saw.tʃi.ˈa.dɐ 
sal·te·a·da·men·te ,saw.te.a.dã.mˈẽ.tʃɪ 
sal·te·a·do ,saw.tʃi.ˈa.dʊ 
sal·te·a·dor ,saw.te.a.dˈoɾ 
sal·te·a·dor ,saw.te.a.dˈoɾ 
sal·te·ar ,saw.tʃi.ˈaɾ 
sal·tei·ro ,saw.tˈej.ɾʊ 
sal·ter ,saw.tˈɛɾ 
sal·té·ri·o ,saw.tˈɛ.ɾjʊ 
sal·tim·ban·co ,saw.tʃĩ.bˈɐ̃.kʊ 
sal·ti·nho ,saw.tʃˈĩ.ɲʊ 
sal·ti·tan·te ,saw.tʃi.tˈɐ̃.tʃɪ 
sal·ti·tan·te·men·te ,saw.tʃi.tɐ̃.tẽ.mˈẽ.tʃɪ 
sal·ti·tar ,saw.tʃi.tˈaɾ 
sal·to ,sˈaw.tʊ 
sa·lu·bre ,sa.lˈu.bɾɪ 
sa·lu·bre·men·te ,sa.lu.bɾẽ.mˈẽ.tʃɪ 
sa·lu·bri·da·de ,sa.lu.bɾi.dˈa.dʒɪ 
sa·lu·dar ,sa.lu.dˈaɾ 
sa·lu·tar ,sa.lu.tˈaɾ
sal·va ,sˈaw.vɐ 
sal·va-bra·va ,sˌaw.vɐ.bɾˈa.vɐ 
sal·va-vi·das ,sˌaw.vɐ.vˈi.dɐʃ 
sal·va-vi·das ,sˌaw.vɐ.vˈi.dɐʃ 
sal·va-vi·das ,sˌaw.vɐ.vˈi.dɐʃ 
sal·va·ção ,saw.va.sˈɐ̃w 
sal·va·da ,saw.vˈa.dɐ 
sal·va·do ,saw.vˈa.dʊ 
sal·va·dor ,saw.va.dˈoɾ 
sal·va·dor ,saw.va.dˈoɾ 
sal·va·do·ra ,saw.va.dˈo.ɾɐ 
sal·va·do·re·nha ,saw.va.do.ɾˈẽ.ɲɐ 
sal·va·do·re·nho ,saw.va.do.ɾˈẽ.ɲʊ 
sal·va·do·re·nho ,saw.va.do.ɾˈẽ.ɲʊ 
sal·va·dos ,saw.vˈa.dʊʃ 
sal·va·guar·da ,saw.va.gwˈaɦ.dɐ 
sal·va·guar·dar ,saw.va.gwaɦ.dˈaɾ 
sal·va·men·to ,saw.vã.mˈẽ.tʊ 
sal·var ,saw.vˈaɾ 
sal·vá·vel ,saw.vˈa.vew
sal·ve ,sˈaw.ve 
sal·ve ,sˈaw.ve 
sál·vi·a ,sˈaw.vjɐ 
sal·vo ,sˈaw.vʊ 
sal·vo ,sˈaw.vʊ 
sal·vo-con·du·to ,sˌaw.vʊ.kõ.dˈu.tʊ 
sa·ma ,sˈɐ̃.mɐ 
sa·ma·gai·o ,sã.ma.gˈaj.ʊ 
sa·ma·ri·ta·no ,sã.ma.ɾi.tˈɐ̃.nʊ 
sa·ma·ri·ta·no ,sã.ma.ɾi.tˈɐ̃.nʊ 
sa·mar·ra ,sã.mˈa.ɦɐ 
sa·mar·ra ,sã.mˈa.ɦɐ 
sa·ma·tra ,sã.mˈa.tɾɐ 
sam·ba ,sˈɐ̃.bɐ 
sam·ba ,sˈɐ̃.bɐ 
sam·bar ,sɐ̃.bˈaɾ 
sam·bis·ta ,sɐ̃.bˈiʃ.tɐ 
sam·bis·ta ,sɐ̃.bˈiʃ.tɐ 
sam·bis·ta ,sɐ̃.bˈiʃ.tɐ 
sam·bo ,sˈɐ̃.bʊ
sam·bó·dro·mo ,sɐ̃.bˈɔ.dɾõ.mʊ 
sam·ni·ta ,samĩ.nˈi.tɐ 
sam·ni·ta ,samĩ.nˈi.tɐ 
sam·ni·ta ,samĩ.nˈi.tɐ 
sa·mo ,sˈɐ̃.mʊ 
sa·mo·a·no ,sã.mo.ˈɐ̃.nʊ 
sa·mo·a·no ,sã.mo.ˈɐ̃.nʊ 
sa·mo·ren·se ,sã.mo.ɾˈẽ.sɪ 
sa·mo·rim ,sã.mo.ɾˈĩ 
sa·mou·co ,sã.mˈo.kʊ 
sa·mo·var ,sã.mo.vˈaɾ 
sam·pa·na ,sɐ̃.pˈɐ̃.nɐ 
sam·ple , 
sa·mu·rai ,sã.mu.ɾˈaj 
sa·na·ção ,sã.na.sˈɐ̃w 
sa·nar ,sã.nˈaɾ 
sa·na·tó·ri·o ,sã.na.tˈɔ.ɾjʊ 
sa·ná·vel ,sã.nˈa.vew 
san·ca ,sˈɐ̃.kɐ
san·ção ,sɐ̃.sˈɐ̃w 
san·cha ,sˈɐ̃.ʃɐ 
san·cho ,sˈɐ̃.ʃʊ 
san·ci·o·na·do ,sɐ̃.sjõ.nˈa.dʊ 
san·ci·o·na·dor ,sɐ̃.sjõ.na.dˈoɾ 
san·ci·o·nar ,sɐ̃.sjõ.nˈaɾ 
san·ci·o·na·tó·ri·o ,sɐ̃.sjõ.na.tˈɔ.ɾjʊ 
san·co ,sˈɐ̃.kʊ 
san·dá·li·a ,sɐ̃.dˈa.ljɐ 
sân·da·lo ,sˈɐ̃.da.lʊ 
san·de ,sˈɐ̃.dʒɪ 
san·des ,sˈɐ̃.dʒɪʃ 
san·deu ,sɐ̃.dˈew 
san·di·a ,sɐ̃.dʒˈi.ɐ 
san·di·a·men·te  ,sɐ̃.dʒi.ã.mˈẽ.tʃɪ 
san·di·ce ,sɐ̃.dʒˈi.sɪ 
san·dim ,sɐ̃.dʒˈĩ 
san·di·nis·mo ,sɐ̃.dʒĩ.nˈiʒ.mʊ 
san·di·nis·ta ,sɐ̃.dʒĩ.nˈiʃ.tɐ 
san·di·nis·ta ,sɐ̃.dʒĩ.nˈiʃ.tɐ
san·di·nis·ta ,sɐ̃.dʒĩ.nˈiʃ.tɐ 
san·di·o ,sɐ̃.dʒˈi.ʊ 
san·dui·char ,sɐ̃.dwi.ʃˈaɾ 
san·du·í·che ,sɐ̃.dwˈi.ʃɪ 
sa·ne·a·do ,sã.ni.ˈa.dʊ 
sa·ne·a·dor ,sã.ne.a.dˈoɾ 
sa·ne·a·dor ,sã.ne.a.dˈoɾ 
sa·ne·a·do·ra ,sã.ne.a.dˈo.ɾɐ 
sa·ne·a·men·to ,sã.ne.ã.mˈẽ.tʊ 
sa·ne·ar ,sã.ni.ˈaɾ 
sa·ne·fa ,sã.nˈɛ.fɐ 
san·fo·na ,sɐ̃.fˈõ.nɐ 
san·fo·na ,sɐ̃.fˈõ.nɐ 
san·fo·nar ,sɐ̃.fõ.nˈaɾ 
san·fo·ni·nei·ro ,sɐ̃.fõ.nĩ.nˈej.ɾʊ 
san·ga ,sˈɐ̃.gɐ 
san·ga·lho ,sɐ̃.gˈa.ʎʊ 
san·gra ,sˈɐ̃.gɾɐ 
san·gra·do ,sɐ̃.gɾˈa.dʊ
san·gra·dor ,sɐ̃.gɾa.dˈoɾ 
san·gra·dor ,sɐ̃.gɾa.dˈoɾ 
san·gra·men·to ,sɐ̃.gɾã.mˈẽ.tʊ 
san·grar ,sɐ̃.gɾˈaɾ 
san·gren·ta·men·te  ,sɐ̃.gɾẽ.tã.mˈẽ.tʃɪ 
san·gren·to ,sɐ̃.gɾˈẽ.tʊ 
san·gri·a ,sɐ̃.gɾˈi.ɐ 
san·gue ,sˈɐ̃.gɪ 
san·gué ,sɐ̃.gˈɛ 
san·guê ,sɐ̃.gˈe 
san·gue-fri·o ,sˌɐ̃.gi.fɾˈi.ʊ 
san·guei·ra ,sɐ̃.gˈej.ɾɐ 
san·gues·su·ga ,sɐ̃.ge.sˈu.gɐ 
san·gues·su·ga ,sɐ̃.ge.sˈu.gɐ 
san·gui·ná·ri·a ,sɐ̃.gwĩ.nˈa.ɾjɐ 
san·gui·na·ri·a·men·te  ,sɐ̃.gwĩ.na.ɾi.ã.mˈẽ.tʃɪ 
san·gui·ná·ri·o ,sɐ̃.gwĩ.nˈa.ɾjʊ 
san·gui·ná·ri·o ,sɐ̃.gwĩ.nˈa.ɾjʊ 
san·guí·ne·a ,sɐ̃.gwˈĩ.njɐ 
san·guí·ne·o ,sɐ̃.gwˈĩ.njʊ
san·guí·ne·o ,sɐ̃.gwˈĩ.njʊ 
san·gui·nhal ,sɐ̃.gwĩ.ɲˈaw 
san·gui·no·len·ta·men·te  ,sɐ̃.gĩ.no.lẽ.tã.mˈẽ.tʃɪ 
san·gui·no·len·to ,sɐ̃.gĩ.no.lˈẽ.tʊ 
sa·nha ,sˈɐ̃.ɲɐ 
sa·nhu·da·men·te  ,sã.ɲu.dã.mˈẽ.tʃɪ 
sa·nhu·do ,sã.ɲˈu.dʊ 
sa·ni·da·de ,sã.ni.dˈa.dʒɪ 
sa·ni·ta ,sã.nˈi.tɐ 
sa·ni·ta·ri·a·men·te  ,sã.ni.ta.ɾi.ã.mˈẽ.tʃɪ 
sa·ni·tá·ri·o ,sã.ni.tˈa.ɾjʊ 
sa·ni·tá·ri·o ,sã.ni.tˈa.ɾjʊ 
sa·ni·ta·ris·ta ,sã.ni.ta.ɾˈiʃ.tɐ 
sa·ni·ta·ris·ta ,sã.ni.ta.ɾˈiʃ.tɐ 
sa·ni·ta·ris·ta ,sã.ni.ta.ɾˈiʃ.tɐ 
san·ja ,sˈɐ̃.ʒɐ 
san·jar ,sɐ̃.ʒˈaɾ 
san·jo·a·nen·se ,sɐ̃.ʒo.ã.nˈẽ.sɪ 
san·jo·a·nen·se ,sɐ̃.ʒo.ã.nˈẽ.sɪ 
san·jo·a·ni·no ,sɐ̃.ʒo.ã.nˈĩ.nʊ
san·jo·a·ni·no ,sɐ̃.ʒo.ã.nˈĩ.nʊ 
san·são ,sɐ̃.sˈɐ̃w 
sâns·cri·to ,sɐ̃ʃ.kɾˈi.tʊ 
san·ta ,sˈɐ̃.tɐ 
san·ta-bár·ba·ra ,sˌɐ̃.tɐ.bˈaɦ.ba.ɾɐ 
san·ta-com·ben·se ,sˌɐ̃.tɐ.kõ.bˈẽ.sɪ 
san·ta·men·te ,sɐ̃.tã.mˈẽ.tʃɪ 
san·ta·na ,sɐ̃.tˈɐ̃.nɐ 
san·ta·nis·ta ,sɐ̃.tã.nˈiʃ.tɐ 
san·tão ,sɐ̃.tˈɐ̃w 
san·ta·re·no ,sɐ̃.ta.ɾˈẽ.nʊ 
san·ta·re·no ,sɐ̃.ta.ɾˈẽ.nʊ 
san·tei·ro ,sɐ̃.tˈej.ɾʊ 
san·tei·ro ,sɐ̃.tˈej.ɾʊ 
san·tel·mo ,sɐ̃.tˈɛw.mʊ 
san·ti·a·go ,sɐ̃.tʃi.ˈa.gʊ 
san·ti·da·de ,sɐ̃.tʃi.dˈa.dʒɪ 
san·ti·fi·ca·ção ,sɐ̃.tʃi.fi.ka.sˈɐ̃w 
san·ti·fi·ca·do ,sɐ̃.tʃi.fi.kˈa.dʊ
san·ti·fi·car ,sɐ̃.tʃi.fi.kˈaɾ 
san·ti·gar ,sɐ̃.tʃi.gˈaɾ 
san·ti·nho ,sɐ̃.tʃˈĩ.ɲʊ 
san·tis·ta ,sɐ̃.tʃˈiʃ.tɐ 
san·tis·ta ,sɐ̃.tʃˈiʃ.tɐ 
san·tis·ta ,sɐ̃.tʃˈiʃ.tɐ 
san·to ,sˈɐ̃.tʊ 
san·to ,sˈɐ̃.tʊ 
san·to-e-se·nha ,sˌɐ̃.tʊ.i.sˈɛ̃.ɲɐ 
san·to·la ,sɐ̃.tˈɔ.lɐ 
san·to·ro ,sɐ̃.tˈo.ɾʊ 
san·tu·á·ri·o ,sɐ̃.tu.ˈa.ɾjʊ 
san·za·la ,sɐ̃.zˈa.lɐ 
são ,sˈɐ̃w 
são ,sˈɐ̃w 
são-jo·a·nen·se ,sˌɐ̃w.ʒo.ã.nˈẽ.sɪ 
são-jo·a·ni·na ,sˌɐ̃w.ʒo.ã.nˈĩ.nɐ 
são-jo·a·ni·no ,sˌɐ̃w.ʒo.ã.nˈĩ.nʊ 
são-jo·a·ni·no ,sˌɐ̃w.ʒo.ã.nˈĩ.nʊ
são-to·men·se ,sˌɐ̃w.tõ.mˈẽ.sɪ 
sa·pa ,sˈa.pɐ 
sa·pa·dor ,sa.pa.dˈoɾ 
sa·pa·dor-bom·bei·ro ,sa.pa.dˌoɾ.bõ.bˈej.ɾʊ 
sa·pal ,sa.pˈaw 
sa·par ,sa.pˈaɾ 
sa·pa·ta ,sa.pˈa.tɐ 
sa·pa·ta·da ,sa.pa.tˈa.dɐ 
sa·pa·tão ,sa.pa.tˈɐ̃w 
sa·pa·ta·ri·a ,sa.pa.ta.ɾˈi.ɐ 
sa·pa·te·a·do ,sa.pa.tʃi.ˈa.dʊ 
sa·pa·te·ar ,sa.pa.tʃi.ˈaɾ 
sa·pa·tei·ra ,sa.pa.tˈej.ɾɐ 
sa·pa·tei·ro ,sa.pa.tˈej.ɾʊ 
sa·pa·ti·lha ,sa.pa.tʃˈi.ʎɐ 
sa·pa·ti·nho ,sa.pa.tʃˈĩ.ɲʊ 
sa·pa·to ,sa.pˈa.tʊ 
sa·pe-sa·pe ,sˌa.pi.sˈa.pɪ 
sa·pei·ra ,sa.pˈej.ɾɐ
sa·pei·ro ,sa.pˈej.ɾʊ 
sa·pi·dez ,sa.pi.dˈeʃ 
sá·pi·do ,sˈa.pi.dʊ 
sa·pi·ên·ci·a ,sa.pjˈẽ.sjɐ 
sa·pi·en·ci·al ,sa.pjẽ.si.ˈaw 
sa·pi·en·te ,sa.pjˈẽ.tʃɪ 
sa·pi·en·te ,sa.pjˈẽ.tʃɪ 
sa·pi·en·te ,sa.pjˈẽ.tʃɪ 
sa·pi·en·te·men·te  ,sa.pjẽ.tẽ.mˈẽ.tʃɪ 
sa·po ,sˈa.pʊ 
sa·que ,sˈa.kɪ 
sa·qué ,sa.kˈɛ 
sa·que·a·dor ,sa.ke.a.dˈoɾ 
sa·que·a·dor ,sa.ke.a.dˈoɾ 
sa·que·ar ,sa.ki.ˈaɾ 
sa·qui·nho ,sa.kˈĩ.ɲʊ 
sa·qui·to ,sa.kˈi.tʊ 
sa·ra·ban·da ,sa.ɾa.bˈɐ̃.dɐ 
sa·ra·co·te·ar ,sa.ɾa.ko.tʃi.ˈaɾ 
sa·ra·go·ça ,sa.ɾa.gˈɔ.sɐ
sa·rai·va ,sa.ɾˈaj.vɐ 
sa·rai·va·da ,sa.ɾaj.vˈa.dɐ 
sa·rai·var ,sa.ɾaj.vˈaɾ 
sa·ra·ma·go ,sa.ɾã.mˈa.gʊ 
sa·ram·po ,sa.ɾˈɐ̃.pʊ 
sa·ran·da ,sa.ɾˈɐ̃.dɐ 
sa·ra·pa·tel ,sa.ɾa.pa.tˈɛw 
sa·ra·pin·ta·do ,sa.ɾa.pĩ.tˈa.dʊ 
sa·ra·pin·tar ,sa.ɾa.pĩ.tˈaɾ 
sa·rar ,sa.ɾˈaɾ 
sa·rau ,sa.ɾˈaw 
sar·ça ,sˈah.sɐ 
sar·cas·mo ,sah.kˈaʒ.mʊ 
sar·cás·ti·ca ,sah.kˈaʃ.tʃi.kɐ 
sar·cas·ti·ca·men·te ,sah.kaʃ.tʃi.kã.mˈẽ.tʃɪ 
sar·cás·ti·co ,sah.kˈaʃ.tʃi.kʊ 
sar·cás·ti·co ,sah.kˈaʃ.tʃi.kʊ 
sar·có·fa·go ,sah.kˈɔ.fa.gʊ 
sar·có·fa·go ,sah.kˈɔ.fa.gʊ
sar·co·ma ,sah.kˈõ.mɐ 
sar·da ,sˈaɦ.dɐ 
sar·dão ,saɦ.dˈɐ̃w 
sar·de·nho ,saɦ.dˈẽ.ɲʊ 
sar·den·to ,saɦ.dˈẽ.tʊ 
sar·di·nha ,saɦ.dʒˈĩ.ɲɐ 
sar·di·nha·da ,saɦ.dʒĩ.ɲˈa.dɐ 
sar·di·nhei·ra ,saɦ.dʒĩ.ɲˈej.ɾɐ 
sar·di·nhei·ro ,saɦ.dʒĩ.ɲˈej.ɾʊ 
sar·di·nhei·ro ,saɦ.dʒĩ.ɲˈej.ɾʊ 
sar·do ,sˈaɦ.dʊ 
sar·do ,sˈaɦ.dʊ 
sar·do·a·len·se ,saɦ.do.a.lˈẽ.sɪ 
sar·do·ei·ra ,saɦ.dwˈej.ɾɐ 
sar·dó·ni·ca ,saɦ.dˈɔ̃.ni.kɐ 
sar·do·ni·ca·men·te ,saɦ.dɔ̃.ni.kã.mˈẽ.tʃɪ 
sar·dó·ni·co ,saɦ.dˈɔ̃.ni.kʊ 
sar·ga·cei·ro ,saɦ.ga.sˈej.ɾʊ 
sar·ga·ço ,saɦ.gˈa.sʊ
sar·gen·to ,saɦ.ʒˈẽ.tʊ 
sar·gen·to-a·ju·dan·te ,saɦ.ʒˌẽ.tʊ.a.ʒu.dˈɐ̃.tʃɪ 
sar·gen·to-che·fe ,saɦ.ʒˌẽ.tʊ.ʃˈɛ.fɪ 
sar·gen·to-mor ,saɦ.ʒˌẽ.tʊ.mˈɔɾ 
sar·go ,sˈaɦ.gʊ 
sa·ri ,sa.ɾˈi 
sa·ri·a·na ,sa.ɾi.ˈɐ̃.nɐ 
sa·ri·a·no ,sa.ɾi.ˈɐ̃.nʊ 
sa·ri·a·no ,sa.ɾi.ˈɐ̃.nʊ 
sa·ri·lhar ,sa.ɾi.ʎˈaɾ 
sa·ri·lho ,sa.ɾˈi.ʎʊ 
sar·ja ,sˈaɦ.ʒɐ 
sar·jar ,saɦ.ʒˈaɾ 
sar·je·ta ,saɦ.ʒˈe.tɐ 
sar·men·to ,saɦ.mˈẽ.tʊ 
sar·na ,sˈaɦ.nɐ 
sar·na ,sˈaɦ.nɐ 
sar·nir ,saɦ.nˈiɾ 
sar·ra·bu·lho ,sa.ɦa.bˈu.ʎʊ
sar·ra·ce·na ,sa.ɦa.sˈẽ.nɐ 
sar·ra·ce·no ,sa.ɦa.sˈẽ.nʊ 
sar·ra·ce·no ,sa.ɦa.sˈẽ.nʊ 
sar·ra·fa·do ,sa.ɦa.fˈa.dʊ 
sar·ra·far ,sa.ɦa.fˈaɾ 
sar·ra·fo ,sa.ɦˈa.fʊ 
sar·ra·fus·ca ,sa.ɦa.fˈuʃ.kɐ 
sar·rei·ro ,sa.ɦˈej.ɾʊ 
sar·ro ,sˈa.ɦʊ 
sa·shi·mi , 
sas·sar ,sa.sˈaɾ 
sa·ta·ni·ca·men·te  ,sa.tã.ni.kã.mˈẽ.tʃɪ 
sa·tâ·ni·co ,sa.tˈɐ̃.ni.kʊ 
sa·ta·nis·mo ,sa.tã.nˈiʒ.mʊ 
sa·ta·nis·ta ,sa.tã.nˈiʃ.tɐ 
sa·ta·nis·ta ,sa.tã.nˈiʃ.tɐ 
sa·ta·ni·zar ,sa.tã.ni.zˈaɾ 
sa·té·li·te ,sa.tˈɛ.li.tʃɪ 
sa·té·li·te ,sa.tˈɛ.li.tʃɪ 
sa·te·li·za·ção ,sa.te.li.za.sˈɐ̃w
sá·ti·ra ,sˈa.tʃi.ɾɐ 
sa·ti·ri·ca·men·te  ,sa.tʃi.ɾi.kã.mˈẽ.tʃɪ 
sa·tí·ri·co ,sa.tʃˈi.ɾi.kʊ 
sa·ti·ris·ta ,sa.tʃi.ɾˈiʃ.tɐ 
sa·ti·ris·ta ,sa.tʃi.ɾˈiʃ.tɐ 
sa·ti·ri·zar ,sa.tʃi.ɾi.zˈaɾ 
sá·ti·ro ,sˈa.tʃi.ɾʊ 
sa·tis·fa·ção ,sa.tʃiʃ.fa.sˈɐ̃w 
sa·tis·fa·to·ri·a·men·te ,sa.tʃiʃ.fa.tɔ.ɾi.ã.mˈẽ.tʃɪ 
sa·tis·fa·tó·ri·o ,sa.tʃiʃ.fa.tˈɔ.ɾjʊ 
sa·tis·fa·zer ,sa.tʃiʃ.fa.zˈeɾ 
sa·tis·fei·to ,sa.tʃiʃ.fˈej.tʊ 
sa·ti·vo ,sa.tʃˈi.vʊ 
sá·tra·pa ,sˈa.tɾa.pɐ 
sa·tu·ra·ção ,sa.tu.ɾa.sˈɐ̃w 
sa·tu·ra·do ,sa.tu.ɾˈa.dʊ 
sa·tu·ran·te ,sa.tu.ɾˈɐ̃.tʃɪ 
sa·tu·rar ,sa.tu.ɾˈaɾ 
sa·tur·nal ,sa.tʊɦ.nˈaw 
sa·tur·nal ,sa.tʊɦ.nˈaw
sa·tur·ni·a·no ,sa.tʊɦ.ni.ˈɐ̃.nʊ 
sa·tur·ni·a·no ,sa.tʊɦ.ni.ˈɐ̃.nʊ 
sa·tur·ni·no ,sa.tʊɦ.nˈĩ.nʊ 
sa·tur·ni·no ,sa.tʊɦ.nˈĩ.nʊ 
sa·tur·no ,sa.tˈuɦ.nʊ 
sa·u·da·ção ,saw.da.sˈɐ̃w 
sa·u·da·de ,saw.dˈa.dʒɪ 
sa·u·dar ,saw.dˈaɾ 
sa·u·dá·vel ,saw.dˈa.vew 
sau·da·vel·men·te  ,saw.da.vew.mˈẽ.tʃɪ 
sa·ú·de ,sa.ˈu.dʒɪ 
sau·di·ta ,saw.dʒˈi.tɐ 
sau·di·ta ,saw.dʒˈi.tɐ 
sau·di·ta ,saw.dʒˈi.tɐ 
